{3f12c06ea0fadfd4a962fe6fd84693f01751a4f3   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 17) 2023}	{956e537a372ef29058a0035052dd6c54ab764b25   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 17) 2023}	{014e0bb5ac4691c85b1da2dac579af77d02d17b7   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 17) 2023}	{dac59871658f010e88615ddb6b1950957667a67a   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 17) 2023}	{3c498539b256f0abb4e3e1adcff3266eea777a96   [PATCH] ppc/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 16) 2023}	{6d0f16a9a28761461d3bd6e2dda3d25e3d6ff92c   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 16) 2023}	{b871993c1d2062a0387b62c5695d142bfc29f392   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 16) 2023}	{d91e7905a3a5022f37f1a1f2a96c9d5db9e08519   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 16) 2023}	{db76cc0737d0406b52ed5e61b99a0524d18c21ee   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 15) 2023}	{222ec320768086ed8a8eb9ab857d836d4ed1221c   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 14) 2023}	{050ff839a2a7638790b99e803354ce0d2f2437b7   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 13) 2023}	{94dfe2e4af6b524bff3c54e04d1f93c3eb2fa53d   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 13) 2023}	{bdcb632a948aa2dca227c581c3f3c681b162b9bb   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 13) 2023}	{d9db05adf9b94b1905bebe2db70e3cae1513af8a   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 13) 2023}	{1fd7689d431fc2f776385cfdbb94d02a5c858842   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 12) 2023}	{9844f7ddc2c87e31e921837a5760649486d81204   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 12) 2023}	{df96d49ea6206ab7ed3ff7b2ad30c5794b73c05b   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 12) 2023}	{b65a2725b84dc6dce919920f007682ea4d1daf54   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 12) 2023}	{16c6c585b750c7a8e13c1bebb57f05fd90f60d19   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 10) 2023}	{e33693d57f647407cd74b7ca4057614916d1e50f   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 10) 2023}	{0dbea94dbdd950cbe5ff018a3e43a4bac18c6045   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 10) 2023}	{8e06a0ca8713c2c259803c956088778d95f75304   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 8) 2023}	{d4ac7058f3a8451a22c0ebf6436daff360e52d00   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 8) 2023}	{d1ab2cc79e5d99f4634a3993603ef3f28892e325   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 8) 2023}	{6a61b59b49b77c7ec69eeb550a1151464899079e   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 7) 2023}	{78e7af54404537ffaba4639ae22a28bc99acbadb   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 8) 2023}	{d5676677bae6537447e4b0f049ede4f3c7677d6e   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 7) 2023}	{d462db6f61ebf1209df7da3d2712f92e14ef0308   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 7) 2023}	{8150b2992499eec5a75e7003dd8c5fa44d5940ae   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 7) 2023}	{03fae4e00e78dbf4fa3b68553b2b2352dc8bd80e   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 6) 2023}	{16bbf0574a581386d924e98ee55bcb5afdb338fe   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 5) 2023}	{e3157b001a71993c3b25dd4fd1f81ccff4d41d30   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 6) 2023}	{f6d04210496977cd1da3319ba87ac004954b7cfe   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 5) 2023}	{b2482d605c5f29dda0d65b33d455bd14125eeab4   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 6) 2023}	{b5e2c6774d858679d7e39d9ba8c298f3231af6ca   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 5) 2023}	{3e234a5af966bc866e3f024bca001a8a6f039060   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 4) 2023}	{026b90bbedc79844425d1159bd16317da638bb48   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 4) 2023}	{d6bdecb7f1f245ab5148b31cfefd22c34ebc10ac   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 4) 2023}	{80b0061bb1aa7dee84b26b6aec1afa6ca2920508   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 4) 2023}	{17af3ebfa976f2da08b6f8c9ae12cc3fd2513026   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 3) 2023}	{bd498120ba71a823d0765a4ce597289a0256c13b   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 3) 2023}	{32a0a573d94082a6d23cee6aeb4e943c20fae602   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 3) 2023}	{8354eb85ea2b9cfd88ece71dfe9cc0e42d150870   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 3) 2023}	{1f1b9e94e69caec257fd9cfa487f297adb00da13   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 2) 2023}	{be5f78c77ff56a0ba50c49667c3327f9ceb5fbae   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 2) 2023}	{6c63351bb854f6a3c16f4608b2c46d79ebe75ec6   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 2) 2023}	
{54a02928c3787f71ab22db6f9b0d22fbed7514ef   [PATCH] [turboshaft][arm] Port InstructionSelector part 4 2023}	{f2e4d5caa28ddcc33f0330a7e3a0bdb592039793   [PATCH] [loong64][turboshaft] Port InstructionSelector part 3 2023}	{afee3b501bed785ae1739bb5c8da6ace5c823e7d   [PATCH] [turboshaft][arm] Port InstructionSelector part 3 2023}	{080ec07da9d783a504f1681bca893ef85e53583f   [PATCH] [turboshaft][arm] Port InstructionSelector part 2 2023}	{7cd955494906ecd724215ad7183e445835577d80   [PATCH] [loong64][mips64][turboshaft] Port InstructionSelector part 2 2023}	{45f7bb0166524fe6da47deb34926745b55678230   [PATCH] [turboshaft][arm] Port InstructionSelector part 1 2023}	{3ade8ed5d8b97ee9ba8bf50a54792fadef99b577   [PATCH] [turboshaft][arm64] Port InstructionSelector part 13 2023}	{376a960b508dc46f1987aee038e938e58faf9749   [PATCH] [turboshaft][arm64] Port InstructionSelector part 12 2023}	{ad0263ab46ab64dcf3affc00e41e94acfacca112   [PATCH] [mips64][turboshaft] Port InstructionSelector part 1 2023}	{2f1a534549405587d5314ebe9d12fac41aa38af4   [PATCH] [turboshaft][arm64] Port InstructionSelector part 11 2023}	{56d0d218f1435f219256e4eb6c3ad48b94716e92   [PATCH] [loong64][turboshaft] Port InstructionSelector part 1 2023}	{63281106544ab301fd9e860abccd158c15fcc7be   [PATCH] [turboshaft][arm64] Port InstructionSelector part 10 2023}	{eb30f44afa97f2ffd935e43b121259a1535e4dc3   [PATCH] [turboshaft][arm64] Port InstructionSelector part 9 2023}	{eb94c4dc8f8d9964a563c226a8ab118e4d4d1d6e   [PATCH] [riscv][turboshaft] Port InstructionSelector part4 2023}	{a8c1f72360ef872ed4e0ab7bebbf92147fdd0b4b   [PATCH] [riscv][turboshaft] Port InstructionSelector part 3 2023}	{3c3aca4f42afd429977d2eea9707fbb1ed55a21e   [PATCH] [turboshaft][arm64] Port InstructionSelector part 8 2023}	{7afd5eb2aebb737267b1b55a6cb895c9e6a97e38   [PATCH] [turboshaft][arm64] Port InstructionSelector part 7 2023}	{e90dc6639d6ef470559410497c7f66fe43435412   [PATCH] [turboshaft][arm64] Port InstructionSelector part 6 2023}	{d88fb0fc348dffc6193958be997c4406fb9ff856   [PATCH] [turboshaft][arm64] Port InstructionSelector part 5 2023}	{8b70c9388f66fb35d4a4233b13ac867a93be9b06   [PATCH] [turboshaft][arm64] Port InstructionSelector part 4 2023}	{85f0e9d884c7cb5fc2b4fa1e40d1270c858781fe   [PATCH] [turboshaft][arm64] Port InstructionSelector part 3 2023}	{a2647085637404d4edaa9bf9604f9d1fddeec797   [PATCH] [turboshaft][arm64] Port InstructionSelector part 2 2023}	{37a28ee64751ef4b6aa584bb11e2fea65c8a5463   [PATCH] [turboshaft][arm64] Port InstructionSelector part 1 2023}	
{8c22b422678bc2429fd045d3e94366850b03a6e4   [PATCH] [loong64][mips64] Reland^5 "[wasm][x64] Run JS imports on the central stack" 2023}	{f95794ade0b45eabf738e35fd363dca6ce7642cc   [PATCH] [riscv]Reland^5 "[wasm][x64] Run JS imports on the central stack" 2023}	{502b1ffc3a3f7050f068f7a5d1d031d56324c03a   [PATCH] PPC/s390: Reland^5 "[wasm][x64] Run JS imports on the central stack" 2023}	{aef80d12d489b55217b63821ce3b0eaca2b5e2ab   [PATCH] Reland^5 "[wasm][x64] Run JS imports on the central stack" 2023}	{3ebc66786099800b9c7170fc6e72eb59298dfb7c   [PATCH] Reland^4 "[wasm][x64] Run JS imports on the central stack" 2023}	{d62459f10401390ede081ed9701a8300ec26c48f   [PATCH] PPC/s390: Reland^3 "[wasm][x64] Run JS imports on the central stack" 2023}	{be830f359c50f21db867f7e6f430124af314e0db   [PATCH] Reland^3 "[wasm][x64] Run JS imports on the central stack" 2023}	{4be9ff946b727ea05e6049c72ad62f5c83f6a13c   [PATCH] Reland "[wasm][x64] Run JS imports on the central stack" 2023}	
{059f6763d0477e7ee52b3e186bbf92e2e3646047   [PATCH] [loong64][mips64][builtins][csa] Use CallBuiltin/TailCallBuiltin where possible, pt.6 2023}	{8841ea55de5b6a16c396b819032ba4123b294899   [PATCH] [riscv][builtins] Use CallBuiltin/TailCallBuiltin where possible, pt.2 2023}	{747cf705c6b5398d1cab60ef6bc2f9c930c27190   [PATCH] PPC/s390: [builtins][csa] Use CallBuiltin/TailCallBuiltin where possible, pt.6 2023}	{8de6dcc377690a0ea0fd95ba6bbef802f55da683   [PATCH] [builtins][csa] Use CallBuiltin/TailCallBuiltin where possible, pt.6 2023}	{dd97dd1b1f094ba20cffdf5698951c18387a3387   [PATCH] [loong64][mips64][builtins] Use CallBuiltin/TailCallBuiltin where possible, pt.2 2023}	{4202afccdd483dfe45804dc92b4f959be5e15826   [PATCH] [builtins] Use CallBuiltin/TailCallBuiltin where possible, pt.3 2023}	{85fddc8861b7d80428cedc60798dbd7394f4712c   [PATCH] [builtins] Use CallBuiltin/TailCallBuiltin where possible, pt.2 2023}	












{8081d32346551df2bf06e29899472d1371318c66   [PATCH] Revert "Reland^4 "[wasm][x64] Run JS imports on the central stack"" 2023}	{f38b9f169a053efe8a5b1b3ed838900605dcb450   [PATCH] Revert "[riscv]Reland^3 '[wasm][x64] Run JS imports on the central stack'" 2023}	{12f511861b5ebaa409e2d043f5ee3fff151baefd   [PATCH] Revert "PPC/s390: Reland^3 "[wasm][x64] Run JS imports on the central stack"" 2023}	{083b24225f72a735ca8848692640ffc43ee727b5   [PATCH] Revert "Reland^3 "[wasm][x64] Run JS imports on the central stack"" 2023}	{9283415d8f0629f470b649ca3642f96795575fa8   [PATCH] Revert "Reland "[wasm][x64] Run JS imports on the central stack"" 2023}	
{bfb4a2e42db8011b28ddb46f3b6071b116c8c516   [PATCH] [riscv][assembler] Make UseScratchRegisterScope inlinable 2023}	{cb286539a7d63b45d5460761058f057972a3fa4b   [PATCH] [arm64][assembler] Make UseScratchRegisterScope inlinable 2023}	{2f49ccc2b223ffa59de25094e20d5e236367511e   [PATCH] PPC/s390: [arm][assembler] Make UseScratchRegisterScope inlinable 2023}	{c0b91f58921b3fff7fbb377d9d8fd77781e9b8f6   [PATCH] [loong64][mips64][assembler] Make UseScratchRegisterScope inlinable 2023}	{3ea267f2758c3e35f24ac897f62f43b4993129cc   [PATCH] [arm][assembler] Make UseScratchRegisterScope inlinable 2023}	
{d93cc4ef42b64711409dda6e87128fcb88f0ac26   [PATCH] [riscv][liftoff] Emit less code for write barriers 2023}	{618042625011b9765dc1209b56edc69360f62887   [PATCH] [loong64][mips64][liftoff] Emit less code for write barriers 2023}	{efb8f97f626555580522950cc14e212d159cd8c8   [PATCH] PPC/s390: [liftoff] Emit less code for write barriers 2023}	{82bb5ea9a9bd1184f30dd6177cafb3d68136bc7f   [PATCH] PPC/s390: [liftoff] Emit less code for write barriers 2023}	{ac06e55a17d63b3f62ddac986a7979f0e448309c   [PATCH] [liftoff] Emit less code for write barriers 2023}	
































{84aaa4028930a1ad383da3480cc941d940bd9eb7   [PATCH] [riscv][builtins] Track topmost script-having execution context 2023}	{3664f8217cac478fadc0c8bc04ac34ce24f79476   [PATCH] [loong64][mips64][builtins] Track topmost script-having execution context 2023}	{aad1878c776adc3e095dd12d896f4a0eadd8e693   [PATCH] PPC/s390: [builtins] Track topmost script-having execution context 2023}	{32548386efc8d7b0d199fe8ec11e3eda3f5b8264   [PATCH] [builtins] Track topmost script-having execution context 2023}	
{ae7de90b0c0015b6d1d3c95a7a0e4069481d6a0e   [PATCH] [loong64][mips64][turboshaft] Add missing pieces to Turboshaft CSA pipeline 2023}	{b18b6559fc047c0f0989ddd87efb436816ce0ad9   [PATCH] [riscv][turboshaft] Add missing pieces to Turboshaft CSA pipeline 2023}	{498bfb87cb996a53d0ae67658b957256806e08e1   [PATCH] PPC/s390: [turboshaft] Add missing pieces to Turboshaft CSA pipeline 2023}	{235d5bd74cb77aef5bbd7ad85331d6f067d36dae   [PATCH] [turboshaft] Add missing pieces to Turboshaft CSA pipeline 2023}	
{6b8eb077c5eb46b8f57c2542578289dc764c18cd   [PATCH] PPC/S390: [wasm] Pass arguments directly to memory.init 2023}	{53d774d524392f74b11cfbc95b466c9206e2d3e7   [PATCH] [loong64][mips64][wasm] Pass arguments directly to memory.init 2023}	{21d3e127fc0b8f21268455fc5a976b705fa37ed4   [PATCH] [riscv][wasm] Pass arguments directly to memory.init 2023}	{200df6f6bf1752d9c7c27d8868321fb5c26fef53   [PATCH] [wasm] Pass arguments directly to memory.init 2023}	
{0ed82ef0d30760c6a20e0f560da19d51c1179724   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 19) 2023}	{ba7bbec5aa4dc6ed90555a4daf04564d383e784b   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 19) 2023}	{3ec5a0838c2504485ce7e048e1d0458502544bf4   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 19) 2023}	{c89fb798454d076f3d404185678ac5a71fd09c28   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 19) 2023}	
{39399268bc97f60520abef1576f95c894fc30332   [PATCH] [loong64][interpreter] Skip spread machinery in default derived constructor 2023}	{150690d5f6a0fd6ad3787d7070d6968c3ead2f78   [PATCH] [riscv][interpreter] Skip spread machinery in default derived constructor 2023}	{58d0430cadb4b7fac6b7221438095b46f4f81e53   [PATCH] PPC/s390: [interpreter] Skip spread machinery in default derived constructor 2023}	{6ee16b764a2e267e20a3b25163b5077656eda9a3   [PATCH] [interpreter] Skip spread machinery in default derived constructor 2023}	
{80717207474bb8faf10de8458ff0ae0aa90c1cd0   [PATCH] [riscv][wasm] Also load the real stack limit from the root register 2023}	{ac3c3af41810bcfcb0996aa63b0ee9863a8d2a18   [PATCH] [loong64][mips64][wasm] Also load the real stack limit from the root register 2023}	{51c1d0b733b5cf77ab567d8459d7e5845c21824b   [PATCH] PPC/s390: [wasm] Also load the real stack limit from the root register 2023}	{d5244423b7fb9b9c237472dc610f762d18c4d2ad   [PATCH] [wasm] Also load the real stack limit from the root register 2023}	
{65bccd205487b07f01e334891949d1daed1c80d6   [PATCH] [riscv][regexp] Fix stack check in native code when interrupt was requested 2023}	{1ec3c714bf75f01e3f4f6519bebb953eab93df39   [PATCH] [loong64][mips64][regexp] Fix stack check in native code when interrupt was requested 2023}	{200f788c125d7a07b14765a6cffd1ce8e3af1ceb   [PATCH] PPC/s390: [regexp] Fix stack check in native code when interrupt was requested 2023}	{7f1aaf2a1c763c8aa1358ec8ed24f39bfa17b767   [PATCH] [regexp] Fix stack check in native code when interrupt was requested 2023}	
{1f026e2919bd4c5177a70ddda4e2c20a75f6500b   [PATCH] [riscv][wasm][liftoff] Use root register for stack checks 2023}	{ae8e13db745e26f29e458d511670eb6bf9601255   [PATCH] [loong64][mips64][wasm][liftoff] Use root register for stack checks 2023}	{1fbd008a40d8d751b58937cb821285400309cd13   [PATCH] PPC/s390: [wasm][liftoff] Use root register for stack checks 2023}	{1ad00840445dbae3dab17e568597db620253a08f   [PATCH] [wasm][liftoff] Use root register for stack checks 2023}	
{568a80dac9819c8d7f5441fde68d83b94d848370   [PATCH] [riscv] Reland^2 "[liftoff] Add support for direct C calls" 2023}	{82aa1fd7592c4ddeff7aae2323f5118963d9bd6b   [PATCH] PPC/s390: Reland^2 "[liftoff] Add support for direct C calls" 2023}	{846b5bfe32b98bfc7750f502d3b00dc0cb98ce25   [PATCH] Reland^2 "[liftoff] Add support for direct C calls" 2023}	{abb12d27903a827d3be0959dc800725e9cb6b533   [PATCH] Reland "[liftoff] Add support for direct C calls" 2023}	
{78060a278ac3e72e95e7896a5472e5a55b99e3c7   [PATCH] [riscv][baseline] Cache feedback cell in the unused slot 2023}	{869e1945a75416fac0b7251436225ea45f8d1058   [PATCH] PPC/s390: [baseline] Cache feedback cell in the unused slot 2023}	{a7d96c56ae58c192b43d8785aea113a204752738   [PATCH] [loong64][mips64][baseline] Cache feedback cell in the unused slot 2023}	{0d7002280b2224b3ed92705fd9bba3547cbfc9de   [PATCH] [baseline] Cache feedback cell in the unused slot 2023}	
{b833ec2335794b16dfef5fe00a3f87cd78a28b2d   [PATCH] [riscv][interpreter] Cache FBV in the stack frame 2023}	{fa534e9bafa21fe176b5ca6d81899a71c1329bca   [PATCH] [loong64][mips64][interpreter] Cache FBV in the stack frame 2023}	{68b8603320a74d87f5a38f7f2d703e56fe1b16b7   [PATCH] PPC/s390: [interpreter] Cache FBV in the stack frame 2023}	{92a83637738290b867b9d0db999104952afee341   [PATCH] [interpreter] Cache FBV in the stack frame 2023}	
{25e0b9823b59a2b49dac1b67d6ed55fe944ae402   [PATCH] [riscv][wasm] Use Builtin ids instead of RuntimeStubId ids for calls 2023}	{33aed30227008af7299a01d9898a30a97535ad2c   [PATCH] PPC/s390: [wasm] Use Builtin ids instead of RuntimeStubId ids for calls 2023}	{40b69a2f5e9c92cdc6d126414ac39187d7db981a   [PATCH] [loong64][mips64][wasm] Use Builtin ids instead of RuntimeStubId ids for calls 2023}	{d371c44f54f58830fd4b69d60b25bcd7eff2a229   [PATCH] [wasm] Use Builtin ids instead of RuntimeStubId ids for calls 2023}	
{2577ac074077a2bb2d62503ef5c0d5a5350f0af0   [PATCH] ppc/s390: [cfi] Split RelocIterator into ro / rw versions 2023}	{6c6baa40dc2a68127c4bc40a323f6eb39b9d5307   [PATCH] [riscv][cfi] Split RelocIterator into ro / rw versions 2023}	{f6ba12727c7815feb5a1fccc6e767e103d9b0a99   [PATCH] [loong64][mips64][cfi] Split RelocIterator into ro / rw versions 2023}	{3f963778ad8f9af93f7edf14dfa7bec4ad09a922   [PATCH] [cfi] Split RelocIterator into ro / rw versions 2023}	
{0c082ae7f3ddc828ba5045bcf081efe135cdb228   [PATCH] [loong64][mips64][liftoff][cleanup] Tighten static register type 2023}	{f1a74c3bc4f83be540d7483228611a70086fb430   [PATCH] [riscv][liftoff][cleanup] Tighten static register type 2023}	{745b9388b5389d4fadc4924d36009416a4cf23f7   [PATCH] PPC/s390: [liftoff][cleanup] Tighten static register type 2023}	{825afa519d7e15aa769df7cfee7134c1622f5e2a   [PATCH] [liftoff][cleanup] Tighten static register type 2023}	
{13192d6e10fa726858056e49fc9bca6201401171   [PATCH] [riscv][tagged-ptr] Convert more Objects to Tagged<> 2023}	{cda104f32c0389c3535f218228c10f6fdbb0a59f   [PATCH] [loong64][mips64][tagged-ptr] Convert more Objects to Tagged<> 2023}	{de320e01e47eeb01071b54b9553d9b6d5de52256   [PATCH] PPC/s390: [tagged-ptr] Convert more Objects to Tagged<> 2023}	{064b9a7903b793734b6c03a86ee53a2dc85f0f80   [PATCH] [tagged-ptr] Convert more Objects to Tagged<> 2023}	
{13867741f9dc808f3b1faa25fed0af8b64068cbb   [PATCH] PPC/s390[wasm]: Fix memory.fill and memory.init with i64.const args 2023}	{f8bffeae366cb3b7c23b3bd748740f64ccbcf3cd   [PATCH] [loong64][mips64][wasm] Fix memory.fill and memory.init with i64.const args 2023}	{46e50187d82fa6645339b5ed29d92b10cc42cba6   [PATCH] [riscv][wasm] Fix memory.fill and memory.init with i64.const args 2023}	{e703a03fec212957bc522dc859d4330bd21e6b69   [PATCH] [wasm] Fix memory.fill and memory.init with i64.const args 2023}	
{5f1ce563182104f761762c5cb52ff2a1edb6ab69   [PATCH] [riscv][sandbox] Reference Code objects (and their entrypoint) through the CPT 2023}	{5e34284dbbbc425c8a97222b8d357b339a50d8a6   [PATCH] [loong64][mips64][sandbox] Reference Code objects (and their entrypoint) through the CPT 2023}	{271470b0ee5ffd0b18bd77b765d92c80d5929a97   [PATCH] PPC/s390: [sandbox] Reference Code objects (and their entrypoint) through the CPT 2023}	{fbb9df7218ae348b56104ff8fdd82b578e42d189   [PATCH] [sandbox] Reference Code objects (and their entrypoint) through the CPT 2023}	
{69f7215a8c8a850f28393e2b41012e1680e33c6a   [PATCH] riscv: [tagged-ptr] Make Object methods static 2023}	{80eabe98c13771cd111c341cadd04ae6ec5d0239   [PATCH] [loong64][mips64][tagged-ptr] Make Object methods static 2023}	{3d35cc91cedbd2eb5e1a899c58039b5b60ba5339   [PATCH] PPC/s390: [tagged-ptr] Make Object methods static 2023}	{f20f342a3e275ae6442a53e34869f1c90f0db4a0   [PATCH] [tagged-ptr] Make Object methods static 2023}	
{63822b4ba708f1c2850faf3504ea7fb6531c3b99   [PATCH] PPC/s390: [tagged-ptr] Change obj->IsFoo() to IsFoo(obj) 2023}	{7d67d27757ca0dd455972fce28b69c6588af4215   [PATCH] [loong64][mips64][tagged-ptr] Change obj->IsFoo() to IsFoo(obj) 2023}	{c80318ae05cd03b85f893d4ca6567c39741991a8   [PATCH] [riscv][tagged-ptr] Change obj->IsFoo() to IsFoo(obj) 2023}	{9c869941764bc57a9a3b86a090323236d9b3af7c   [PATCH] [tagged-ptr] Change obj->IsFoo() to IsFoo(obj) 2023}	
{e6ff37dcf9efae0be12ecbde3e656fa6eaec284b   [PATCH] [riscv][ignition] Fast construct calls 2023}	{91d69a1c47327c36b38c53f9c683859bda984310   [PATCH] [loong64][mips64][ignition] Fast construct calls 2023}	{9d423adf1277e46ebc12bb39cf407dc7de8aec55   [PATCH] PPC/S390: [ignition] Fast construct calls 2023}	{b2bb5653706b04ac5ea421eedcade9810b8d1ea4   [PATCH] [ignition] Fast construct calls 2023}	
{fe710cdc3bfbde13bffdf5bbafc12b07488ca52b   [PATCH] [loong64][mips64][builtins] Prepare Api-calls related builtins for refactoring 2023}	{c79b721c97848f675b83c7ef154a721171c4427e   [PATCH] riscv: [builtins] Prepare Api-calls related builtins for refactoring 2023}	{580d2aa0e50ec97f810edcc59062402535d1e7ea   [PATCH] PPC/s390: [builtins] Prepare Api-calls related builtins for refactoring 2023}	{e70138196420755a503ea02dbd376d672a90eab4   [PATCH] [builtins] Prepare Api-calls related builtins for refactoring 2023}	
{78f4d6563c9424e37530bdfdc8d6f635b5f93fea   [PATCH] PPC/s390: [liftoff] Use VarState for C-Calls 2023}	{617ee99cdab0488821d2fef4cf9965ca8f39566e   [PATCH] [loong64][mips64][liftoff] Use VarState for C-Calls 2023}	{3418fa940e588a587975b4c94d9ab7aa13da6b1e   [PATCH] [riscv][liftoff] Use VarState for C-Calls 2023}	{a782748a830116583e5d33723d46a82aed50c67e   [PATCH] [liftoff] Use VarState for C-Calls 2023}	
{f9a31b4e6c58867bb3ca5b7cae4bb2cb6d49b517   [PATCH] PPC/s390: [compiler] Generalize InstructionSelectorT for Turboshaft (part 1) 2023}	{2c6f8eebe74cb51ca6e922d037a005b3a97a2d8c   [PATCH] [loong64][mips64][compiler] Generalize InstructionSelectorT for Turboshaft (part 1) 2023}	{657c2b1837e5ff411cfe82c112f002934ef08302   [PATCH] [riscv][compiler] Generalize InstructionSelectorT for Turboshaft (part 1) 2023}	{3c2714d57370a05ea5ce99d79d92bf4980bb5d39   [PATCH] [compiler] Generalize InstructionSelectorT for Turboshaft (part 1) 2023}	
{694886a4c12a467549f3801ee6a337eef31f3709   [PATCH] [riscv][compiler] Add Adapter template argument to InstructionSelector 2023}	{4aa01df6f748e200c88de03db71cbb2403fb8771   [PATCH] [loong64][mips64][compiler] Add Adapter template argument to InstructionSelector 2023}	{f6e528ea599f3ee6dc470d27ae2054bd6f8b2772   [PATCH] PPC/s390: [compiler] Add Adapter template argument to InstructionSelector 2023}	{65a226a63fd7c10e761ae82b00b8490b879a8fae   [PATCH] [compiler] Add Adapter template argument to InstructionSelector 2023}	
{6b08f43389a13b3bef8eda949a9c76d0ae3678e6   [PATCH] [loong64][mips64][builtins] Port HandleApiCall to CSA 2023}	{f11164958814c6aaded5b121fadec2adb502c984   [PATCH] [riscv][builtins] Port HandleApiCall to CSA 2023}	{042ca800ddfa58faff857c35a493df8a1ae7c3a9   [PATCH] PPC/s390: [builtins] Port HandleApiCall to CSA 2023}	{7b42c0bfde1efbf03baf8a819671efdb3d09853f   [PATCH] [builtins] Port HandleApiCall to CSA 2023}	
{62f5ce8d379ef7f710760ca6e971822bced1e3de   [PATCH] [riscv][wasm-gc] Inlining into JS: Lower traps to conditional jump to trap call 2023}	{0179e8dba34e6ed1491d806974430dfb5ccadf08   [PATCH] [loong64][mips64][wasm-gc] Inlining into JS: Lower traps to conditional jump to trap call 2023}	{3a99354ebdf088d6b265a995912eda552ef32f3b   [PATCH] PPC/s390: [wasm-gc] Inlining into JS: Lower traps to conditional jump to trap call 2023}	{a764401e64fdef9834cafeba32fc219eba9bd74b   [PATCH] [wasm-gc] Inlining into JS: Lower traps to conditional jump to trap call 2023}	
